3 - & Mosquetón con Esmerillón PETER - 1 ce 10 | Bolsa x 100 u. | pe-163
1 - taco espyga "PY" L Hueco Nº  8 x 500u. | caja | 
1 - taco espyga "PY" L Hueco Nº 10 x 250u. | caja | 
1 - taco universal "Fidux" L Hueco Nº  6 x 1000u. | caja | 
1 - taco universal "Fidux" L Hueco Nº  8 x 500u. | caja | ta-502
1 - taco universal "Fidux" L Hueco Nº 10 x 250 u. | caja | 
1 - taco universal "PY" L Hueco Nº  6 x 1000u. | caja | 
1 - taco universal "PY" L Hueco Nº  8 x 500u. | caja | ta-502
1 - taco universal "PY" L Hueco Nº 10 x 250 u. | caja | 
 - Taladro Percutor Ezeta 710 W | uni | 
3 - tanza "GRILON" en blister 2 mm x 10 mts. | uni | ta-014
3 - tanza "GRILON" en blister 2,5 mm x 10 mts. | uni | ta-015
3 - tanza "GRILON" en blister 3 mm x 10 mts. | uni | ta-016
3 - tanza bordeadora Grillon cuadrada 2,0 mm  x 230 mts | uni | ta-035
3 - tanza bordeadora Grillon cuadrada 2,5 mm x 140 mts. | uni | ta-036
3 - tanza bordeadora Grillon cuadrada 3 mm x 100 mts. | uni | ta-037
3 - tanza bordeadora Grillon redonda 1,5 mm x 450 mts. | uni | ta-039
3 - tanza bordeadora Grillon redonda 2,0 mm x 270 mts. | uni | ta-040
3 - tanza bordeadora Grillon redonda 2,5 mm x 171 mts. | uni | ta-041
3 - tanza bordeadora Grillon redonda 3,0 mm x 120 mts. | uni | ta-042
3 - tanza de pesca Nitanyl 0,20 x 10 carreteles | caja | ta-062
3 - tanza de pesca Nitanyl 0,30 x 12 carreteles | caja | ta-262
3 - tanza de pesca Nitanyl 0,35 x 12 carreteles | caja | ta-090
3 - tanza de pesca Nitanyl 0,40 x 12 carreteles | caja | ta-063
3 - tanza de pesca Nitanyl 0,45 x 10 carreteles | caja | ta-064
3 - tanza de pesca Nitanyl 0,50 x 12 carreteles | caja | ta-065
3 - tanza de pesca Nitanyl 0,60 x 6 carreteles | caja | ta-066
3 - tanza de pesca Nitanyl 0,70 x 6 carreteles | caja | ta-067
3 - tanza de pesca Nitanyl 0.35 x 10 carreteles | caja | ta-077
3 - tanza de pesca Nitanyl 0.80 x 6 carreteles | caja | ta-088
3 - tanza de pesca Nitanyl 0.90 x 10 carreteles | caja | ta-095
3 - tanza de pesca peter 1.00 x 10 carreteles | caja | ta-096
1 - tanza para albañil 0,80 x  6 carreteles | caja | ta-104
1 - tanza para albañil 0.70 x 10 carreteles | caja | ta-105
1 - tanza para albañil 0.90 x 10 carreteles | caja | ta-107
1 - tanza para albañil 1.00 x 10 carreteles | caja | ta-108
1 - tejido 1/2 sombra negra pes "navegante" 80 % 2,1 x 50 mts. | mts | te-002
1 - tejido 1/2 sombra negra pes "navegante" 80 % 4,2 x 50 mts | mts | te-004
1 - tejido 1/2 sombra verde "navegante" 80 % 4,2 x 50 mts | mts | te-008
1 - tejido 1/2 sombra verde "navegante" 80% 2,10 x 50 mts | mts | 
1 - tejido alambre hexagonal galv  13x050 triton pesado | mts | te-023
1 - tejido alambre hexagonal galv  13x080 triton pesado | mts | te-024
1 - tejido alambre hexagonal galv  13x100 triton pesado | mts | te-025
1 - tejido alambre hexagonal galv  13x120 triton pesado | mts | te-026
1 - tejido alambre hexagonal galv  13x150 triton pesado | mts | te-027
1 - tejido alambre hexagonal galv  19x100 triton pesado | mts | te-029
1 - tejido alambre hexagonal galv  19x120 triton pesado | mts | te-030
1 - tejido alambre hexagonal galv  19x150 triton pesado | mts | te-031
1 - tejido alambre hexagonal galv  19x180 triton pesado | mts | te-032
1 - tejido alambre hexagonal galv  19x200 triton pesado | mts | te-033
1 - tejido alambre hexagonal galv  25x0,80 triton pesado | mts | te-035
1 - tejido alambre hexagonal galv  25x100 triton pesado | mts | te-035
1 - tejido alambre hexagonal galv  25x120 triton pesado | mts | te-036
1 - tejido alambre hexagonal galv  25x150 triton pesado | mts | te-037
1 - tejido alambre hexagonal galv  25x180 triton pesado | mts | te-038
1 - tejido alambre hexagonal galv  25x200 triton pesado | mts | te-039
1 - tejido alambre hexagonal galv  38x120 triton pesado | mts | te-040
1 - tejido alambre hexagonal galv  38x150 triton pesado | mts | te-041
1 - tejido alambre hexagonal galv  38x180 triton pesado | mts | te-042
1 - tejido alambre hexagonal galv  38x200 triton pesado | mts | te-043
1 - tejido de cercamiento rigido negro 10 x 10 x 1,20 x 25 mts. | mts | te-070
1 - tejido de cercamiento rigido verde 10 x 10 x 1,20 x 25 mts | mts | te-071
1 - tejido de rafia verde p/ cerco 1,50 x 100 m | mts | 
1 - tejido mosquitero fibra de vidrio gris 1,00 | mts | te-086
1 - tejido mosquitero fibra de vidrio verde 0,80 | mts | te-088
1 - tejido mosquitero fibra de vidrio verde 1,00 | mts | te-089
1 - tejido mosquitero hierro galvanizado  0,80 Pesado | mts | te-091
1 - tejido mosquitero hierro galvanizado  1,00 Pesado | mts | te-092
1 - tejido mosquitero hierro galvanizado 1,20 pesado | mts | te-093
1 - tejido mosquitero matrizado reforzado cristal 1,00 triton | mts | 
1 - tejido mosquitero matrizado reforzado cristal 1,20 triton | mts | 
1 - tejido mosquitero matrizado reforzado Gris 0,80 triton | mts | te-098
1 - tejido mosquitero matrizado reforzado Gris 1,00 triton | mts | te-099
1 - tejido mosquitero matrizado reforzado Gris 1,20 triton | mts | te-100
1 - tejido mosquitero matrizado Verde reforzado 1,00 mts. | mts | te-202
1 - tejido mosquitero matrizado Verde reforzado 1,20 mts | mts | te-203
1 - tenaza armador  9" metz industrial "Metz" | uni | te-111
1 - tenaza armador 10" metz industrial "Metz" | uni | te-112
1 - tenaza armador 12" metz industrial "Metz" | uni | te-114
1 - tenaza carpintero 6" metz industrial "Metz" | uni | te-115
1 - tenaza carpintero 7" metz industrial "Metz" | uni | te-116
1 - tenaza carpintero 8" metz industrial "Metz" | uni | te-117
1 - terraja estrella  1/2"--3/4"--1" Sanogass | uni | tr-01
1 - terraja hexagonal 1/2"--3/4"-1" Sanogass | uni | tr-06
1 - terraja redonda 1/2"--3/4"--1" sanogass | uni | tr-03
1 - tijera corta cerco "El Abuelo" | uni | 
1 - tijera corta cerco reforzada | uni | ti-003
1 - tijera cortaperno 12" corta 4 mm "metz" | uni | tj-001
1 - tijera cortaperno 18" corta 8 mm "metz" | uni | ti-102
1 - tijera de poda ( una mano ) | uni | 
1 - tijera de poda naranja reforzada | uni | 
1 - tijera hojalatero reforzada 10" | uni | 
1 - tijera hojalatero reforzada 12" | uni | 
1 - Tijera Multiuso | uni | 
3 - tirafondo  h°  galv. "tormex" 3/16 x 25 mm 5x 1" | cien | ti-025
3 - tirafondo  h°  galv. "tormex" 3/16 x 30 mm 5x 1 1/4" | cien | ti-026
3 - tirafondo  h°  galv. "tormex" 3/16 x 40 mm 5x 1 1/2" | cien | ti-027
3 - tirafondo  h°  galv. "tormex" 3/16 x 44 mm 5x 1 3/4 | cien | 
3 - tirafondo  h°  galv. "tormex" 3/16 x 50 mm 5x 2" | cien | ti-028
3 - tirafondo  h°  galv. "tormex" 3/16 x 60 mm 5x 2 1/4" | cien | ti-029
3 - tirafondo  h°  galv. "tormex" 3/16 x 65 mm 5x 2 1/2" | cien | ti-030
3 - tirafondo  h°  galv. "tormex" 3/16 x 70 mm 5x 2 3/4 | cien | ti-
3 - tirafondo  h°  galv. "tormex" 3/16 x 75 mm 5x 3" | cien | ti-031
3 - tirafondo  h° galv. "tormex"  1/4 x 25 mm 6x 1 | cien | ti-015
3 - tirafondo  h° galv. "tormex"  1/4 x 30 mm 6x 1 1/4 | cien | ti-016
3 - tirafondo  h° galv. "tormex"  1/4 x 40 mm 6x 1 1/2 | cien | ti-017
3 - tirafondo  h° galv. "tormex"  1/4 x 45 mm 6x 1 3/4 | cien | ti-043
3 - tirafondo  h° galv. "tormex"  1/4 x 50 mm 6x 2 | cien | ti-018
3 - tirafondo  h° galv. "tormex"  1/4 x 60 mm 6x 2 1/4" | cien | ti-019
3 - tirafondo  h° galv. "tormex"  1/4 x 65 mm 6x 2 1/2" | cien | ti-020
3 - tirafondo  h° galv. "tormex"  1/4 x 70 mm 6x 2 3/4 | cien | ti-021
3 - tirafondo  h° galv. "tormex"  1/4 x 75 mm 6x 3 | cien | ti-022
3 - tirafondo  h° galv. "tormex"  1/4 x 80 mm 6x 3 1/4" | cien | ti-023
3 - tirafondo  h° galv. "tormex"  1/4 x 90 mm 6x 3 1/2 | cien | ti-024
3 - tirafondo  h° galv. "tormex" 1/4 x 120 mm 6x41/2 | cien | 
3 - tirafondo  h° galv. "tormex" 1/4 x 125 mm 6x 5 | cien | 0
3 - tirafondo  h° galv. "tormex" 3/8 x  32 mm 10x 1 1/4 | cien | ti-047
3 - tirafondo  h° galv. "tormex" 3/8 x  38 mm 10x 1 1/2 | cien | ti-046
3 - tirafondo  h° galv. "tormex" 3/8 x  45 mm 10x 1 3/4 | cien | 
3 - tirafondo  h° galv. "tormex" 3/8 x  50 mm 10x 2" | cien | ti-045
3 - tirafondo  h° galv. "tormex" 3/8 x  60 mm  10x 2 1/4 | cien | 
3 - tirafondo  h° galv. "tormex" 3/8 x  63 mm 10x 2 1/2 | cien | ti-045
3 - tirafondo  h° galv. "tormex" 3/8 x  75 mm 10x 3" | cien | ti-046
3 - tirafondo  h° galv. "tormex" 3/8 x  90 mm 10x 3 1/2 | cien | ti-044
3 - tirafondo  h° galv. "tormex" 3/8 x 100 mm 10x 4 | cien | ti-043
3 - tirafondo  h° galv. "tormex" 3/8 x 125 mm 10x 5 | cien | ti-048
3 - tirafondo  h° galv. "tormex" 5/16 x  25 mm 8x 1" | cien | ti-034
3 - tirafondo  h° galv. "tormex" 5/16 x  30 mm 8 x 1 1/4 | cien | ti-502
3 - tirafondo  h° galv. "tormex" 5/16 x  40 mm 8x 1 1/2" | cien | ti-035
3 - tirafondo  h° galv. "tormex" 5/16 x  45 mm 8x 1 3/4" | cien | ti-036
3 - tirafondo  h° galv. "tormex" 5/16 x  50 mm 8x 2" | cien | ti-037
3 - tirafondo  h° galv. "tormex" 5/16 x  60 mm 8x 2 1/4 | cien | 
3 - tirafondo  h° galv. "tormex" 5/16 x  63.5 mm 8x 2 1/2" | cien | ti-038
3 - tirafondo  h° galv. "tormex" 5/16 x  70 mm 8x 2 3/4" | cien | ti-039
3 - tirafondo  h° galv. "tormex" 5/16 x  75 mm 8 x 3" | cien | ti-040
3 - tirafondo  h° galv. "tormex" 5/16 x  82 mm 8x 3 1/4" | cien | ti-041
3 - tirafondo  h° galv. "tormex" 5/16 x  90 mm 8x 3 1/2 | cien | ti-042
3 - tirafondo  h° galv. "tormex" 5/16 x 100 mm 8x 4" | cien | ti-032
3 - tirafondo  h° galv. "tormex" 5/16 x 120 mm 8x 4 1/2 | cien | ti-501
3 - tirafondo  h° galv. "tormex" 5/16 x 125 mm 8x 5" | cien | ti-033
3 - tirafondo  hº galv. "tormex"  1/4 x 100 mm 6x 4" | cien | ti-013
1 - torn. aterrajador  4 x 1"  "tormex" | cien | to-001
1 - torn. aterrajador  4 x 1/2"  "tormex" | cien | to-002
1 - torn. aterrajador  4 x 1/4"  "tormex" | cien | to-003
1 - torn. aterrajador  4 x 3/4"  "tormex" | cien | to-004
1 - torn. aterrajador  4 x 3/8"  "tormex" | cien | to-005
1 - torn. aterrajador  4 x 5/8"  "tormex" | cien | to-006
1 - torn. aterrajador  6 x 1 1/2"  "tormex" | cien | to-007
1 - torn. aterrajador  6 x 1 1/4"  "tormex" | cien | to-008
1 - torn. aterrajador  6 x 1"  "tormex" | cien | to-009
1 - torn. aterrajador  6 x 1/2"  "tormex" | cien | to-010
1 - torn. aterrajador  6 x 3/4"  "tormex" | cien | to-011
1 - torn. aterrajador  6 x 3/8"  "tormex" | cien | to-012
1 - torn. aterrajador  6 x 5/8"  "tormex" | cien | to-013
1 - torn. aterrajador  6 x 7/8  "tormex" | cien | to-014
1 - torn. aterrajador  7 x 1 1/2"  "tormex" | cien | to-015
1 - torn. aterrajador  7 x 1 1/4"  "tormex" | cien | to-016
1 - torn. aterrajador  7 x 1"  "tormex" | cien | to-017
1 - torn. aterrajador  7 x 1/2"  "tormex" | cien | to-018
1 - torn. aterrajador  7 x 3/4" "tormex" | cien | to-019
1 - torn. aterrajador  7 x 3/8"  "tormex" | cien | to-020
1 - torn. aterrajador  7 x 5/8"  "tormex" | cien | to-021
1 - torn. aterrajador  7 x 7/8  "tormex" | cien | to-022
1 - torn. aterrajador  8 x 1 1/2"  "tormex" | cien | to-023
1 - torn. aterrajador  8 x 1 1/4"  "tormex" | cien | to-024
1 - torn. aterrajador  8 x 1 3/4"  "tormex" | cien | to-025
1 - torn. aterrajador  8 x 1"  "tormex" | cien | to-026
1 - torn. aterrajador  8 x 1/2"  "tormex" | cien | to-027
1 - torn. aterrajador  8 x 2"  "tormex" | cien | to-028
1 - torn. aterrajador  8 x 3/4  "tormex" | cien | to-029
1 - torn. aterrajador  8 x 3/8"  "tormex" | cien | to-031
1 - torn. aterrajador  8 x 5/8"  "tormex" | cien | to-032
1 - torn. aterrajador  8 x 7/8  "tormex" | cien | to-033
1 - torn. aterrajador 10 x 1 1/2"  "tormex" | cien | to-034
1 - torn. aterrajador 10 x 1 1/4"  "tormex" | cien | to-035
1 - torn. aterrajador 10 x 1 3/4"  "tormex" | cien | to-036
1 - torn. aterrajador 10 x 1"  "tormex" | cien | to-037
1 - torn. aterrajador 10 x 1/2"  "tormex" | cien | to-038
1 - torn. aterrajador 10 x 2"  "tormex" | cien | to-039
1 - torn. aterrajador 10 x 3/4"  "tormex" | cien | to-040
1 - torn. aterrajador 10 x 5/8"  "tormex" | cien | to-041
1 - torn. aterrajador 10 x 7/8"  "tormex" | cien | 
1 - torn. aterrajador 12 x 1 1/2"  "tormex" | cien | to-043
1 - torn. aterrajador 12 x 1 1/4"  "tormex" | cien | to-044
1 - torn. aterrajador 12 x 1 3/4"  "tormex" | cien | to-045
1 - torn. aterrajador 12 x 1"  "tormex" | cien | to-046
1 - torn. aterrajador 12 x 1/2"  "tormex" | cien | to-047
1 - torn. aterrajador 12 x 2"  "tormex" | cien | to-048
1 - torn. aterrajador 12 x 3/4"  "tormex" | cien | to-049
1 - torn. aterrajador 12 x 5/8"  "tormex" | cien | to-050
1 - torn. aterrajador 14 x 1 1/2"  "tormex" | cien | to-051
1 - torn. aterrajador 14 x 1 1/4"  "tormex" | cien | to-052
1 - torn. aterrajador 14 x 1 3/4  "tormex" | cien | to-053
1 - torn. aterrajador 14 x 1"  "tormex" | cien | to-055
1 - torn. aterrajador 14 x 2"  "tormex" | cien | to-056
1 - torn. aterrajador 14 x 3/4"  "tormex" | cien | to-057
1 - torn. aterrajador cabeza fresada  10 x 1" | cien | to-261
1 - torn. aterrajador cabeza fresada  10 x 2" | cien | to-263
1 - torn. aterrajador cabeza fresada  4 x 1/4" | cien | to-230
1 - torn. aterrajador cabeza fresada  6 x 1 1/2" | cien | to-231
1 - torn. aterrajador cabeza fresada  6 x 1 1/4" | cien | to-232
1 - torn. aterrajador cabeza fresada  6 x 1" | cien | to-233
1 - torn. aterrajador cabeza fresada  6 x 1/2" | cien | to-234
1 - torn. aterrajador cabeza fresada  6 x 3/4" | cien | to-235
1 - torn. aterrajador cabeza fresada  6 x 3/8" | cien | to-236
1 - torn. aterrajador cabeza fresada  6 x 5/8" | cien | to-237
1 - torn. aterrajador cabeza fresada  7 x 1 1/2" | cien | to-239
1 - torn. aterrajador cabeza fresada  7 x 1 1/4" | cien | to-240
1 - torn. aterrajador cabeza fresada  7 x 1" | cien | to-241
1 - torn. aterrajador cabeza fresada  7 x 1/2" | cien | to-242
1 - torn. aterrajador cabeza fresada  7 x 3/4" | cien | to-243
1 - torn. aterrajador cabeza fresada  7 x 3/8" | cien | to-244
1 - torn. aterrajador cabeza fresada  7 x 5/8" | cien | to-245
1 - torn. aterrajador cabeza fresada  7 x 7/8 | cien | to-246
1 - torn. aterrajador cabeza fresada  8 x 1 1/2" | cien | to-247
1 - torn. aterrajador cabeza fresada  8 x 1 1/4" | cien | to-248
1 - torn. aterrajador cabeza fresada  8 x 1 3/4" | cien | to-249
1 - torn. aterrajador cabeza fresada  8 x 1" | cien | to-250
1 - torn. aterrajador cabeza fresada  8 x 1/2" | cien | to-251
1 - torn. aterrajador cabeza fresada  8 x 2" | cien | to-252
1 - torn. aterrajador cabeza fresada  8 x 3/8" | cien | to-255
1 - torn. aterrajador cabeza fresada  8 x 7/8 | cien | to-257
1 - torn. aterrajador cabeza fresada 10 x 1 3/4" | cien | to-260
1 - torn. aterrajador cabeza fresada 10 x 1/2" | cien | to-262
1 - torn. aterrajador cabeza fresada 10 x 3/4" | cien | to-264
1 - torn. aterrajador cabeza fresada 10 x 7/8 | cien | to-238
3 - torn. Autop. 12 x 1 1/2"x 100 u  "tormex" | cien | to-062
3 - torn. Autop. 12 x 1"x100 u  "tormex" | cien | to-063
3 - torn. Autop. 14 x 1 1/2" x 100 u.  "tormex" | cien | 
3 - torn. Autop. 14 x 1" x 100 u  "tormex" | cien | to-065
3 - torn. Autop. 14 x 2 1/2" con arandela chapa x 100 u  "tormex" | cien | to-066
3 - torn. Autop. 14 x 2"  con arandela chapa x 100 u  "tormex" | cien | to-067
3 - torn. Autop. 14 x 3" x 100 u.  "tormex" | cien | 
1 - torn. Autop. 14 x 5" con arandela chapa  x 100 u "tormex" | cien | 
3 - torn. autoperforante 8x1 1/2"x200u   "tormex" | caja | to-058
3 - torn. autoperforante 8x1"x 200u T3  "tormex" | caja | to-059
3 - torn. autoperforante 8x1/2"x200u T1  "tormex" | caja | to-348
3 - torn. autoperforante 8x3/4"x200u T2  "tormex" | caja | to-061
3 - torn. Autoperforante con alas 10x1 5/8" x200u."tormex" | caja | 
3 - torn. Autoperforante con alas 8x2"x200u. "tormex" | caja | 
3 - torn. Autoperforante punta aguja  8x3/4"x200u   "tormex" | caja | to-058
1 - torn. t/drywall 6x1 1/2"x200u Paso Fino | caja | 
1 - torn. t/drywall 6x1 1/2x200u Paso Grueso | caja | to-068
1 - torn. t/drywall 6x1 1/4"x200u Paso Grueso | caja | to-069
1 - torn. t/drywall 6x1 3/4"x200u Paso Grueso | caja | to-070
1 - torn. t/drywall 6x1 5/8"x200 u Paso Fino | caja | 
1 - torn. t/drywall 6x1 5/8"x200u Paso Grueso | caja | to-071
1 - torn. t/drywall 6x1x200 u Paso Fino | caja | 
1 - torn. t/drywall 6x1x200 u Paso Grueso | caja | 
1 - torn. t/drywall 6x2 1/2"x200u Paso Grueso | caja | 
1 - torn. t/drywall 6x2 x200 u Paso Grueso | caja | to-500
1 - torn. t/drywall 6x2"x200 u Paso Fino | caja | 
1 - torn. t/drywall 6x3/4"x200u Paso Grueso | caja | to-073
1 - torn. t/drywall 6x5/8"x200u Paso Grueso | caja | to-074
1 - torn. t/drywall 8 x1 3/4 x 200u Paso Grueso | caja | 
1 - torn. t/drywall 8x1 x 200u Paso Grueso | caja | 
1 - torn. t/drywall 8x11/2x200u Paso Grueso | caja | 
1 - torn. t/drywall 8x2 x200u Paso Grueso | caja | 
1 - torn.tanque galv.  1/8 x 2  "tormex" | cien | 
1 - torn.tanque galv.  1/8 x 3/4  "tormex" | cien | 
1 - torn.tanque galv.  1/8 x 7/8  "tormex" | cien | 
1 - torn.tanque galv.  3/16 x 1  "tormex" | cien | to-086
1 - torn.tanque galv.  3/16 x 1 1/2  "tormex" | cien | to-087
1 - torn.tanque galv.  3/16 x 1 1/4  "tormex" | cien | to-088
1 - torn.tanque galv.  3/16 x 1 3/4  "tormex" | cien | to-098
1 - torn.tanque galv.  3/16 x 1/2  "tormex" | cien | to-089
1 - torn.tanque galv.  3/16 x 2  "tormex" | cien | to-090
1 - torn.tanque galv.  3/16 x 2 1/2  "tormex" | cien | to-091
1 - torn.tanque galv.  3/16 x 3  "tormex" | cien | to-092
1 - torn.tanque galv.  3/16 x 3/4  "tormex" | cien | to-093
1 - torn.tanque galv.  3/16 x 3/8  "tormex" | cien | to-094
1 - torn.tanque galv.  3/16 x 5/8  "tormex" | cien | to-095
1 - torn.tanque galv.  3/16 x 7/8  "tormex" | cien | to-096
1 - torn.tanque galv. 1/4 x 1  "tormex" | cien | to-076
1 - torn.tanque galv. 1/4 x 1 1/2  "tormex" | cien | to-077
1 - torn.tanque galv. 1/4 x 1 1/4  "tormex" | cien | to-078
1 - torn.tanque galv. 1/4 x 1 3/4  "tormex" | cien | to-097
1 - torn.tanque galv. 1/4 x 1/2  "tormex" | cien | to-079
1 - torn.tanque galv. 1/4 x 2  "tormex" | cien | to-080
1 - torn.tanque galv. 1/4 x 2 1/2  "tormex" | cien | to-081
1 - torn.tanque galv. 1/4 x 3  "tormex" | cien | to-082
1 - torn.tanque galv. 1/4 x 3/4  "tormex" | cien | to-083
1 - torn.tanque galv. 1/4 x 3/8  "tormex" | cien | to-084
1 - torn.tanque galv. 1/4 x 5/8  "tormex" | cien | to-075
1 - torn.tanque galv. 1/4 x 7/8  "tormex" | cien | to-085
1 - tornillo autorrocante Fix 2,5 x 13 cax200  "tormex" | caja | to-102
1 - tornillo autorrocante Fix 2,5 x 15 cax200  "tormex" | caja | to-103
1 - tornillo autorrocante Fix 3 x 12 cax200  "tormex" | caja | to-104
1 - tornillo autorrocante Fix 3 x 16 cax200  "tormex" | caja | to-105
1 - tornillo autorrocante Fix 3 x 20 cax200  "tormex" | caja | to-106
1 - tornillo autorrocante Fix 3 x 25 cax200  "tormex" | caja | to-107
1 - tornillo autorrocante Fix 3 x 30 cax200  "tormex" | caja | to-108
1 - tornillo autorrocante Fix 3,5 x 10 cax200  "tormex" | caja | to-110
1 - tornillo autorrocante Fix 3,5 x 13 cax200  "tormex" | caja | to-111
1 - tornillo autorrocante Fix 3,5 x 16 cax200  "tormex" | caja | to-112
1 - tornillo autorrocante Fix 3,5 x 20 cax200  "tormex" | caja | to-113
1 - tornillo autorrocante Fix 3,5 x 25 cax200  "tormex" | caja | to-114
1 - tornillo autorrocante Fix 3,5 x 30 cax200  "tormex" | caja | to-115
1 - tornillo autorrocante Fix 3,5 x 35 cax200  "tormex" | caja | to-116
1 - tornillo autorrocante Fix 3,5 x 40 cax200  "tormex" | caja | to-117
1 - tornillo autorrocante Fix 3,5 x 45 cax200  "tormex" | caja | to-118
1 - tornillo autorrocante Fix 3,5 x 50 cax200  "tormex" | caja | to-119
1 - tornillo autorrocante Fix 4 x 13 cax200  "tormex" | caja | 
1 - tornillo autorrocante Fix 4 x 16 cax200  "tormex" | caja | to-120
1 - tornillo autorrocante Fix 4 x 20 cax200  "tormex" | caja | to-121
1 - tornillo autorrocante Fix 4 x 25 cax200  "tormex" | caja | to-122
1 - tornillo autorrocante Fix 4 x 30 cax200  "tormex" | caja | to-123
1 - tornillo autorrocante Fix 4 x 35 cax200  "tormex" | caja | to-124
1 - tornillo autorrocante Fix 4 x 40 cax200  "tormex" | caja | to-125
1 - tornillo autorrocante Fix 4 x 45 cax200  "tormex" | caja | to-126
1 - tornillo autorrocante Fix 4 x 50 cax200  "tormex" | caja | to-127
1 - tornillo autorrocante Fix 4 x 55 cax200  "tormex" | caja | 
1 - tornillo autorrocante Fix 4 x 60 cax200  "tormex" | caja | to-999
1 - tornillo autorrocante Fix 4 x 70 cax200  "tormex" | caja | to-128
 - tornillo autorrocante Fix 4,5 x 16 cax200  "tormex" | caja | 
1 - tornillo autorrocante Fix 4,5 x 25 cax200  "tormex" | caja | to-129
1 - tornillo autorrocante Fix 4,5 x 30 cax200  "tormex" | caja | to-130
1 - tornillo autorrocante Fix 4,5 x 35 cax200  "tormex" | caja | to-131
1 - tornillo autorrocante Fix 4,5 x 40 cax200  "tormex" | caja | to-132
1 - tornillo autorrocante Fix 4,5 x 45 cax200  "tormex" | caja | to-133
1 - tornillo autorrocante Fix 4,5 x 50 cax200  "tormex" | caja | to-134
1 - tornillo autorrocante Fix 4,5 x 60 cax200  "tormex" | caja | to-135
1 - tornillo autorrocante Fix 4,5 x 70 cax200  "tormex" | caja | to-136
1 - tornillo autorrocante Fix 4.5 x 20 cax200  "tormex" | caja | 
1 - tornillo autorrocante Fix 5 x  100 cax200  "tormex" | caja | to-137
1 - tornillo autorrocante Fix 5 x 20 cax200  "tormex" | caja | 
1 - tornillo autorrocante Fix 5 x 25 cax200  "tormex" | caja | 
1 - tornillo autorrocante Fix 5 x 30 cax200  "tormex" | caja | to-138
1 - tornillo autorrocante Fix 5 x 35 cax200  "tormex" | caja | 
1 - tornillo autorrocante Fix 5 x 40 cax200  "tormex" | caja | to-139
1 - tornillo autorrocante Fix 5 x 45 cax200  "tormex" | caja | to-140
1 - tornillo autorrocante Fix 5 x 50 cax200  "tormex" | caja | to-141
1 - tornillo autorrocante Fix 5 x 60 cax200  "tormex" | caja | to-142
1 - tornillo autorrocante Fix 5 x 70 cax200  "tormex" | caja | to-143
1 - tornillo autorrocante Fix 5 x 80 cax200  "tormex" | caja | to-144
1 - tornillo autorrocante Fix 5 x 90 cax200  "tormex" | caja | to-145
1 - tornillo autorrocante Fix 6 x 40 cax200  "tormex" | caja | to-146
1 - tornillo autorrocante Fix 6 x 50 cax200  "tormex" | caja | to-147
1 - tornillo autorrocante Fix 6 x 60 cax200  "tormex" | caja | to-148
1 - tornillo autorrocante Fix 6 x 70 cax200  "tormex" | caja | to-149
1 - tornillo autorrocante Fix 6 x 80 cax200  "tormex" | caja | to-150
1 - tornillo autorrocante Fix 6 x 90 cax200  "tormex" | caja | to-151
3 - tornillo hierro madera  17x13 zincado oro | caja | to-501
3 - tornillo hierro madera  17x15 zincado oro | caja | to-502
3 - tornillo hierro madera  17x17 zincado oro | caja | to-503
3 - tornillo hierro madera  17x20 zincado oro | caja | to-504
3 - tornillo hierro madera  17x25 zincado oro | caja | to-505
3 - tornillo hierro madera  17x30 zincado oro | caja | to-506
3 - tornillo hierro madera  18x17 zincado oro | caja | to-507
3 - tornillo hierro madera  18x20 zincado oro | caja | to-515
3 - tornillo hierro madera  18x25 zincado oro | caja | to-509
1 - tornillo hierro madera  18x30 zincado oro | caja | to-510
3 - tornillo hierro madera  18x35 zincado oro | caja | to-511
3 - tornillo hierro madera  18x40 zincado oro | caja | to-512
3 - tornillo hierro madera  19x15 zincado oro | caja | to-513
3 - tornillo hierro madera  19x20 zincado oro | caja | to-514
3 - tornillo hierro madera  19x25 zincado oro | caja | to-516
3 - tornillo hierro madera  19x30 zincado oro | caja | to-517
3 - tornillo hierro madera  19x35 zincado oro | caja | 
3 - tornillo hierro madera  19x40 zincado oro | caja | to-518
3 - tornillo hierro madera  19x45 zincado oro | caja | to-519
3 - tornillo hierro madera  20x20 zincado oro | caja | to-520
3 - tornillo hierro madera  20x25 zincado oro | caja | to-521
3 - tornillo hierro madera  20x30 zincado oro | caja | to-522
3 - tornillo hierro madera  20x35 zincado oro | caja | to-181
3 - tornillo hierro madera  20x40 zincado oro | caja | to-183
3 - tornillo hierro madera  20x45 zincado oro | caja | to-185
3 - tornillo hierro madera  20x50 zincado oro | caja | to-187
3 - tornillo hierro madera  20x55 zincado oro | caja | to-189
3 - tornillo hierro madera  20x60 zincado oro | caja | to-191
3 - tornillo hierro madera  20x65 zincado oro | caja | to-524
3 - tornillo hierro madera  21x20 zincado oro | caja | to-525
3 - tornillo hierro madera  21x25 zincado oro | caja | to-526
3 - tornillo hierro madera  21x30 zincado oro | caja | to-529
3 - tornillo hierro madera  21x35 zincado oro | caja | to-521
3 - tornillo hierro madera  21x40 zincado oro | caja | to-522
3 - tornillo hierro madera  21x45 zincado oro | caja | to-199
3 - tornillo hierro madera  21x50 zincado oro | caja | to-523
3 - tornillo hierro madera  21x55 zincado oro | caja | to-524
3 - tornillo hierro madera  21x60 zincado oro | caja | to-525
